weaponDetailId,WEAPON_ID,WEAPON_TYPE_ID,MANUFACTURE_DETAILS_MAKE,MANUFACTURE_DETAILS_MODEL,MANUFACTURE_DETAILS_SERIAL_NO,BARREL_QUANTITY,BARREL_UNIT,BARREL_VALUE,CALIBRE,MAG_CAP,OVERALL_LENGTH_QUANTITY,OVERALL_LENGTH_UNIT,OVERALL_LENGTH_VALUE,IS_CORRECT,CHANGES,DATE_RETURNED,DETAILS,QUANTITY,IS_MARKED_FOR_TRANSFER,DB_INSERT_DATE,DB_UPDATE_DATE,DB_UPDATE_AGENT,DB_UPDATE_CASE_ID,WEAPON_REGISTRATION_NUMBER,DB_UPDATE_PC_NUMBER,DB_UPDATE_IP_ADDRESS,DB_UPDATE_SESSION_ID,CATEGORY_CHOICE_CODE,ACTION_CHOICE_CODE,TYPE_CHOICE_CODE,DESCRIPTION_CHOICE_CODE
191165202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,07:09.5,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,07:09.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,07:10.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,07:10.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:32.9,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:33.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:33.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:33.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:33.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:42.2,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:42.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:42.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:43.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:43.2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:51.2,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:51.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:51.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:52.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:52.3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38:57.3,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38:57.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38:57.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38:58.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38:58.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52:24.1,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52:24.3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165228,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52:24.4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52:24.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52:24.9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41:09.4,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165232,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41:09.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41:09.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41:10.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41:10.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,09:49.5,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,09:49.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,09:49.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,09:50.3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,09:50.4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:43.5,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:44.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:44.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:44.4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11:44.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:16.1,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:16.2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:16.3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:17.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:17.5,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:06.7,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:07.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:07.2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:07.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:07.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25:37.7,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25:38.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25:38.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25:38.5,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25:38.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55:45.8,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55:46.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55:46.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55:46.5,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55:46.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21:06.4,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21:06.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21:06.9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21:08.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21:09.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48:33.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48:35.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48:35.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48:36.1,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48:36.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:46.5,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:46.9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:47.0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:47.4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:47.5,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:25.9,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:26.4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:26.4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:26.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,03:26.9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33:53.1,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33:53.3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33:53.4,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33:53.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165290,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33:53.9,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15:31.8,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15:32.2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15:32.3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15:32.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15:32.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:30.7,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:31.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:31.2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:31.5,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30:31.6,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51:47.9,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51:48.2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51:48.3,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51:48.7,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51:48.8,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:44.7,NULL,NULL,NULL,1323270,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191165307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:45.1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
